Consumption (kWh), Start, End, Price(p), Cost(p)
 0.001, 2024-04-24T09:30:00+01:00, 2024-04-24T10:00:00+01:00, 13.44,  0.013
 0.011, 2024-04-24T10:00:00+01:00, 2024-04-24T10:30:00+01:00, 13.67,  0.150
 0.521, 2024-04-24T10:30:00+01:00, 2024-04-24T11:00:00+01:00, 13.78,  7.179
 0.006, 2024-04-24T11:00:00+01:00, 2024-04-24T11:30:00+01:00, 13.73,  0.082
 0.003, 2024-04-24T11:30:00+01:00, 2024-04-24T12:00:00+01:00, 13.44,  0.040
 0.011, 2024-04-24T12:00:00+01:00, 2024-04-24T12:30:00+01:00, 12.79,  0.141
 0.006, 2024-04-24T12:30:00+01:00, 2024-04-24T13:00:00+01:00, 13.09,  0.079
 0.013, 2024-04-24T13:00:00+01:00, 2024-04-24T13:30:00+01:00, 13.23,  0.172
 0.015, 2024-04-24T13:30:00+01:00, 2024-04-24T14:00:00+01:00, 12.60,  0.189
 0.021, 2024-04-24T14:00:00+01:00, 2024-04-24T14:30:00+01:00, 13.10,  0.275
 0.027, 2024-04-24T14:30:00+01:00, 2024-04-24T15:00:00+01:00, 13.44,  0.363
 0.005, 2024-04-24T15:00:00+01:00, 2024-04-24T15:30:00+01:00, 26.70,  0.133
 0.001, 2024-04-24T15:30:00+01:00, 2024-04-24T16:00:00+01:00, 26.30,  0.026
 0.004, 2024-04-24T16:00:00+01:00, 2024-04-24T16:30:00+01:00, 27.75,  0.111
 0.000, 2024-04-24T16:30:00+01:00, 2024-04-24T17:00:00+01:00, 27.54,  0.000
 0.005, 2024-04-24T17:00:00+01:00, 2024-04-24T17:30:00+01:00, 28.59,  0.143
 0.004, 2024-04-24T17:30:00+01:00, 2024-04-24T18:00:00+01:00, 29.58,  0.118
 0.004, 2024-04-24T18:00:00+01:00, 2024-04-24T18:30:00+01:00, 19.50,  0.078
 0.007, 2024-04-24T18:30:00+01:00, 2024-04-24T19:00:00+01:00, 19.95,  0.140
 0.016, 2024-04-24T19:00:00+01:00, 2024-04-24T19:30:00+01:00, 19.72,  0.316
 0.001, 2024-04-24T19:30:00+01:00, 2024-04-24T20:00:00+01:00, 19.49,  0.019
 0.000, 2024-04-24T20:00:00+01:00, 2024-04-24T20:30:00+01:00, 20.04,  0.000
 0.002, 2024-04-24T20:30:00+01:00, 2024-04-24T21:00:00+01:00, 17.64,  0.035
 0.002, 2024-04-24T21:00:00+01:00, 2024-04-24T21:30:00+01:00, 17.81,  0.036
 0.001, 2024-04-24T21:30:00+01:00, 2024-04-24T22:00:00+01:00, 14.82,  0.015
 0.002, 2024-04-24T22:00:00+01:00, 2024-04-24T22:30:00+01:00, 16.80,  0.034
 0.001, 2024-04-24T22:30:00+01:00, 2024-04-24T23:00:00+01:00, 14.70,  0.015
 0.003, 2024-04-24T23:00:00+01:00, 2024-04-24T23:30:00+01:00, 14.45,  0.043
 0.006, 2024-04-24T23:30:00+01:00, 2024-04-25T00:00:00+01:00, 13.86,  0.083
 0.006, 2024-04-25T00:00:00+01:00, 2024-04-25T00:30:00+01:00, 13.40,  0.080
 0.000, 2024-04-25T00:30:00+01:00, 2024-04-25T01:00:00+01:00, 13.65,  0.000
 0.001, 2024-04-25T01:00:00+01:00, 2024-04-25T01:30:00+01:00, 13.40,  0.013
 0.000, 2024-04-25T01:30:00+01:00, 2024-04-25T02:00:00+01:00, 13.34,  0.000
 0.000, 2024-04-25T02:00:00+01:00, 2024-04-25T02:30:00+01:00, 12.96,  0.000
 0.358, 2024-04-25T02:30:00+01:00, 2024-04-25T03:00:00+01:00, 12.28,  4.396
 0.677, 2024-04-25T03:00:00+01:00, 2024-04-25T03:30:00+01:00, 13.40,  9.072
 0.684, 2024-04-25T03:30:00+01:00, 2024-04-25T04:00:00+01:00, 13.02,  8.906
 0.000, 2024-04-25T04:00:00+01:00, 2024-04-25T04:30:00+01:00, 15.25,  0.000
 0.355, 2024-04-25T04:30:00+01:00, 2024-04-25T05:00:00+01:00, 15.50,  5.503
 0.001, 2024-04-25T05:00:00+01:00, 2024-04-25T05:30:00+01:00, 18.69,  0.019
 0.000, 2024-04-25T05:30:00+01:00, 2024-04-25T06:00:00+01:00, 19.38,  0.000
 0.000, 2024-04-25T06:00:00+01:00, 2024-04-25T06:30:00+01:00, 18.90,  0.000
 0.000, 2024-04-25T06:30:00+01:00, 2024-04-25T07:00:00+01:00, 22.05,  0.000
 0.001, 2024-04-25T07:00:00+01:00, 2024-04-25T07:30:00+01:00, 18.48,  0.018
 0.000, 2024-04-25T07:30:00+01:00, 2024-04-25T08:00:00+01:00, 18.82,  0.000
 0.001, 2024-04-25T08:00:00+01:00, 2024-04-25T08:30:00+01:00, 15.75,  0.016
 0.004, 2024-04-25T08:30:00+01:00, 2024-04-25T09:00:00+01:00, 15.12,  0.060
 0.003, 2024-04-25T09:00:00+01:00, 2024-04-25T09:30:00+01:00, 14.70,  0.044
 0.001, 2024-04-25T09:30:00+01:00, 2024-04-25T10:00:00+01:00, 15.27,  0.015
 0.009, 2024-04-25T10:00:00+01:00, 2024-04-25T10:30:00+01:00, 13.44,  0.121
 0.003, 2024-04-25T10:30:00+01:00, 2024-04-25T11:00:00+01:00, 13.86,  0.042
 0.004, 2024-04-25T11:00:00+01:00, 2024-04-25T11:30:00+01:00, 13.38,  0.054
 0.014, 2024-04-25T11:30:00+01:00, 2024-04-25T12:00:00+01:00, 13.40,  0.188
 0.006, 2024-04-25T12:00:00+01:00, 2024-04-25T12:30:00+01:00, 13.35,  0.080
 0.001, 2024-04-25T12:30:00+01:00, 2024-04-25T13:00:00+01:00, 13.21,  0.013
 0.005, 2024-04-25T13:00:00+01:00, 2024-04-25T13:30:00+01:00, 13.40,  0.067
 0.006, 2024-04-25T13:30:00+01:00, 2024-04-25T14:00:00+01:00, 13.02,  0.078
 0.004, 2024-04-25T14:00:00+01:00, 2024-04-25T14:30:00+01:00, 13.65,  0.055
 0.057, 2024-04-25T14:30:00+01:00, 2024-04-25T15:00:00+01:00, 14.01,  0.799
 0.002, 2024-04-25T15:00:00+01:00, 2024-04-25T15:30:00+01:00, 26.32,  0.053
 0.001, 2024-04-25T15:30:00+01:00, 2024-04-25T16:00:00+01:00, 26.70,  0.027
 0.001, 2024-04-25T16:00:00+01:00, 2024-04-25T16:30:00+01:00, 29.24,  0.029
 0.002, 2024-04-25T16:30:00+01:00, 2024-04-25T17:00:00+01:00, 30.27,  0.061
 0.002, 2024-04-25T17:00:00+01:00, 2024-04-25T17:30:00+01:00, 32.58,  0.065
 0.004, 2024-04-25T17:30:00+01:00, 2024-04-25T18:00:00+01:00, 31.95,  0.128
 0.038, 2024-04-25T18:00:00+01:00, 2024-04-25T18:30:00+01:00, 20.56,  0.781
 0.013, 2024-04-25T18:30:00+01:00, 2024-04-25T19:00:00+01:00, 20.50,  0.266
 0.002, 2024-04-25T19:00:00+01:00, 2024-04-25T19:30:00+01:00, 20.68,  0.041
 0.001, 2024-04-25T19:30:00+01:00, 2024-04-25T20:00:00+01:00, 20.26,  0.020
 0.004, 2024-04-25T20:00:00+01:00, 2024-04-25T20:30:00+01:00, 18.48,  0.074
 0.002, 2024-04-25T20:30:00+01:00, 2024-04-25T21:00:00+01:00, 15.64,  0.031
 0.003, 2024-04-25T21:00:00+01:00, 2024-04-25T21:30:00+01:00, 17.05,  0.051
 0.002, 2024-04-25T21:30:00+01:00, 2024-04-25T22:00:00+01:00, 12.60,  0.025
 0.001, 2024-04-25T22:00:00+01:00, 2024-04-25T22:30:00+01:00, 13.96,  0.014
 0.009, 2024-04-25T22:30:00+01:00, 2024-04-25T23:00:00+01:00, 13.59,  0.122
 0.002, 2024-04-25T23:00:00+01:00, 2024-04-25T23:30:00+01:00, 13.23,  0.026
 0.001, 2024-04-25T23:30:00+01:00, 2024-04-26T00:00:00+01:00, 13.42,  0.013
 1.651, 2024-04-26T00:00:00+01:00, 2024-04-26T00:30:00+01:00, 13.23, 21.843
 0.001, 2024-04-26T00:30:00+01:00, 2024-04-26T01:00:00+01:00, 13.44,  0.013
 1.663, 2024-04-26T01:00:00+01:00, 2024-04-26T01:30:00+01:00, 13.42, 22.317
 0.001, 2024-04-26T01:30:00+01:00, 2024-04-26T02:00:00+01:00, 13.42,  0.013
 0.000, 2024-04-26T02:00:00+01:00, 2024-04-26T02:30:00+01:00, 13.38,  0.000
 0.000, 2024-04-26T02:30:00+01:00, 2024-04-26T03:00:00+01:00, 13.23,  0.000
 0.000, 2024-04-26T03:00:00+01:00, 2024-04-26T03:30:00+01:00, 13.65,  0.000
 0.981, 2024-04-26T03:30:00+01:00, 2024-04-26T04:00:00+01:00, 13.23, 12.979
 0.009, 2024-04-26T04:00:00+01:00, 2024-04-26T04:30:00+01:00, 15.58,  0.140
 0.986, 2024-04-26T04:30:00+01:00, 2024-04-26T05:00:00+01:00, 14.49, 14.287
 0.000, 2024-04-26T05:00:00+01:00, 2024-04-26T05:30:00+01:00, 17.04,  0.000
 0.000, 2024-04-26T05:30:00+01:00, 2024-04-26T06:00:00+01:00, 20.58,  0.000
 0.000, 2024-04-26T06:00:00+01:00, 2024-04-26T06:30:00+01:00, 16.80,  0.000
 0.000, 2024-04-26T06:30:00+01:00, 2024-04-26T07:00:00+01:00, 19.84,  0.000
 0.001, 2024-04-26T07:00:00+01:00, 2024-04-26T07:30:00+01:00, 20.43,  0.020
 0.000, 2024-04-26T07:30:00+01:00, 2024-04-26T08:00:00+01:00, 19.95,  0.000
 0.002, 2024-04-26T08:00:00+01:00, 2024-04-26T08:30:00+01:00, 19.66,  0.039
 0.007, 2024-04-26T08:30:00+01:00, 2024-04-26T09:00:00+01:00, 18.06,  0.126
 0.007, 2024-04-26T09:00:00+01:00, 2024-04-26T09:30:00+01:00, 16.76,  0.117
 0.003, 2024-04-26T09:30:00+01:00, 2024-04-26T10:00:00+01:00, 15.94,  0.048
 0.006, 2024-04-26T10:00:00+01:00, 2024-04-26T10:30:00+01:00, 15.02,  0.090
 0.006, 2024-04-26T10:30:00+01:00, 2024-04-26T11:00:00+01:00, 15.06,  0.090
 0.005, 2024-04-26T11:00:00+01:00, 2024-04-26T11:30:00+01:00, 15.12,  0.076
 0.003, 2024-04-26T11:30:00+01:00, 2024-04-26T12:00:00+01:00, 14.70,  0.044
 0.004, 2024-04-26T12:00:00+01:00, 2024-04-26T12:30:00+01:00, 14.06,  0.056
 0.005, 2024-04-26T12:30:00+01:00, 2024-04-26T13:00:00+01:00, 13.94,  0.070
 0.005, 2024-04-26T13:00:00+01:00, 2024-04-26T13:30:00+01:00, 13.44,  0.067
 0.007, 2024-04-26T13:30:00+01:00, 2024-04-26T14:00:00+01:00, 13.23,  0.093
 0.009, 2024-04-26T14:00:00+01:00, 2024-04-26T14:30:00+01:00, 13.29,  0.120
 0.000, 2024-04-26T14:30:00+01:00, 2024-04-26T15:00:00+01:00, 13.96,  0.000
 0.000, 2024-04-26T15:00:00+01:00, 2024-04-26T15:30:00+01:00, 26.70,  0.000
 0.000, 2024-04-26T15:30:00+01:00, 2024-04-26T16:00:00+01:00, 27.96,  0.000
 0.000, 2024-04-26T16:00:00+01:00, 2024-04-26T16:30:00+01:00, 29.18,  0.000
 0.011, 2024-04-26T16:30:00+01:00, 2024-04-26T17:00:00+01:00, 30.25,  0.333
 0.013, 2024-04-26T17:00:00+01:00, 2024-04-26T17:30:00+01:00, 32.81,  0.427
 0.001, 2024-04-26T17:30:00+01:00, 2024-04-26T18:00:00+01:00, 32.81,  0.033
 0.002, 2024-04-26T18:00:00+01:00, 2024-04-26T18:30:00+01:00, 21.00,  0.042
 0.001, 2024-04-26T18:30:00+01:00, 2024-04-26T19:00:00+01:00, 20.71,  0.021
 0.001, 2024-04-26T19:00:00+01:00, 2024-04-26T19:30:00+01:00, 19.72,  0.020
 0.001, 2024-04-26T19:30:00+01:00, 2024-04-26T20:00:00+01:00, 18.69,  0.019
 0.002, 2024-04-26T20:00:00+01:00, 2024-04-26T20:30:00+01:00, 19.74,  0.039
 0.001, 2024-04-26T20:30:00+01:00, 2024-04-26T21:00:00+01:00, 16.38,  0.016
 0.002, 2024-04-26T21:00:00+01:00, 2024-04-26T21:30:00+01:00, 14.49,  0.029
 0.002, 2024-04-26T21:30:00+01:00, 2024-04-26T22:00:00+01:00, 14.09,  0.028
 0.004, 2024-04-26T22:00:00+01:00, 2024-04-26T22:30:00+01:00, 15.75,  0.063
 0.006, 2024-04-26T22:30:00+01:00, 2024-04-26T23:00:00+01:00, 16.75,  0.101
 0.000, 2024-04-26T23:00:00+01:00, 2024-04-26T23:30:00+01:00, 16.80,  0.000
 0.000, 2024-04-26T23:30:00+01:00, 2024-04-27T00:00:00+01:00, 15.30,  0.000
 0.006, 2024-04-27T00:00:00+01:00, 2024-04-27T00:30:00+01:00, 15.54,  0.093
 0.000, 2024-04-27T00:30:00+01:00, 2024-04-27T01:00:00+01:00, 16.65,  0.000
 0.001, 2024-04-27T01:00:00+01:00, 2024-04-27T01:30:00+01:00, 16.70,  0.017
 0.000, 2024-04-27T01:30:00+01:00, 2024-04-27T02:00:00+01:00, 14.49,  0.000
 0.000, 2024-04-27T02:00:00+01:00, 2024-04-27T02:30:00+01:00, 15.75,  0.000
 0.000, 2024-04-27T02:30:00+01:00, 2024-04-27T03:00:00+01:00, 14.28,  0.000
 0.001, 2024-04-27T03:00:00+01:00, 2024-04-27T03:30:00+01:00, 14.49,  0.014
 0.000, 2024-04-27T03:30:00+01:00, 2024-04-27T04:00:00+01:00, 14.15,  0.000
 0.000, 2024-04-27T04:00:00+01:00, 2024-04-27T04:30:00+01:00, 13.38,  0.000
 0.416, 2024-04-27T04:30:00+01:00, 2024-04-27T05:00:00+01:00, 13.11,  5.454
 0.705, 2024-04-27T05:00:00+01:00, 2024-04-27T05:30:00+01:00, 13.86,  9.771
 0.691, 2024-04-27T05:30:00+01:00, 2024-04-27T06:00:00+01:00, 15.25, 10.538
 0.409, 2024-04-27T06:00:00+01:00, 2024-04-27T06:30:00+01:00, 14.62,  5.980
 0.001, 2024-04-27T06:30:00+01:00, 2024-04-27T07:00:00+01:00, 16.70,  0.017
 0.001, 2024-04-27T07:00:00+01:00, 2024-04-27T07:30:00+01:00, 15.96,  0.016
 0.000, 2024-04-27T07:30:00+01:00, 2024-04-27T08:00:00+01:00, 15.96,  0.000
 0.001, 2024-04-27T08:00:00+01:00, 2024-04-27T08:30:00+01:00, 17.30,  0.017
 0.000, 2024-04-27T08:30:00+01:00, 2024-04-27T09:00:00+01:00, 18.27,  0.000
 0.001, 2024-04-27T09:00:00+01:00, 2024-04-27T09:30:00+01:00, 17.14,  0.017
 0.000, 2024-04-27T09:30:00+01:00, 2024-04-27T10:00:00+01:00, 18.14,  0.000
 0.000, 2024-04-27T10:00:00+01:00, 2024-04-27T10:30:00+01:00, 16.80,  0.000
 0.002, 2024-04-27T10:30:00+01:00, 2024-04-27T11:00:00+01:00, 16.38,  0.033
 0.002, 2024-04-27T11:00:00+01:00, 2024-04-27T11:30:00+01:00, 16.67,  0.033
 0.002, 2024-04-27T11:30:00+01:00, 2024-04-27T12:00:00+01:00, 16.78,  0.034
 0.001, 2024-04-27T12:00:00+01:00, 2024-04-27T12:30:00+01:00, 15.96,  0.016
 0.001, 2024-04-27T12:30:00+01:00, 2024-04-27T13:00:00+01:00, 14.37,  0.014
 0.001, 2024-04-27T13:00:00+01:00, 2024-04-27T13:30:00+01:00, 13.38,  0.013
 0.002, 2024-04-27T13:30:00+01:00, 2024-04-27T14:00:00+01:00, 12.60,  0.025
 0.001, 2024-04-27T14:00:00+01:00, 2024-04-27T14:30:00+01:00, 12.60,  0.013
 0.001, 2024-04-27T14:30:00+01:00, 2024-04-27T15:00:00+01:00, 13.38,  0.013
 0.002, 2024-04-27T15:00:00+01:00, 2024-04-27T15:30:00+01:00, 25.38,  0.051
 0.003, 2024-04-27T15:30:00+01:00, 2024-04-27T16:00:00+01:00, 28.34,  0.085
 0.004, 2024-04-27T16:00:00+01:00, 2024-04-27T16:30:00+01:00, 28.59,  0.114
 0.004, 2024-04-27T16:30:00+01:00, 2024-04-27T17:00:00+01:00, 30.48,  0.122
 0.007, 2024-04-27T17:00:00+01:00, 2024-04-27T17:30:00+01:00, 31.99,  0.224
 0.003, 2024-04-27T17:30:00+01:00, 2024-04-27T18:00:00+01:00, 31.07,  0.093
 0.000, 2024-04-27T18:00:00+01:00, 2024-04-27T18:30:00+01:00, 18.69,  0.000
 0.001, 2024-04-27T18:30:00+01:00, 2024-04-27T19:00:00+01:00, 18.04,  0.018
 0.000, 2024-04-27T19:00:00+01:00, 2024-04-27T19:30:00+01:00, 15.96,  0.000
 0.001, 2024-04-27T19:30:00+01:00, 2024-04-27T20:00:00+01:00, 15.12,  0.015
 0.001, 2024-04-27T20:00:00+01:00, 2024-04-27T20:30:00+01:00, 15.12,  0.015
 0.001, 2024-04-27T20:30:00+01:00, 2024-04-27T21:00:00+01:00, 14.32,  0.014
 0.001, 2024-04-27T21:00:00+01:00, 2024-04-27T21:30:00+01:00, 16.80,  0.017
 0.006, 2024-04-27T21:30:00+01:00, 2024-04-27T22:00:00+01:00, 15.75,  0.094
 0.001, 2024-04-27T22:00:00+01:00, 2024-04-27T22:30:00+01:00, 18.38,  0.018
 0.002, 2024-04-27T22:30:00+01:00, 2024-04-27T23:00:00+01:00, 16.53,  0.033
 0.000, 2024-04-27T23:00:00+01:00, 2024-04-27T23:30:00+01:00, 16.46,  0.000
 0.001, 2024-04-27T23:30:00+01:00, 2024-04-28T00:00:00+01:00, 16.80,  0.017
 0.000, 2024-04-28T00:00:00+01:00, 2024-04-28T00:30:00+01:00, 15.86,  0.000
 0.000, 2024-04-28T00:30:00+01:00, 2024-04-28T01:00:00+01:00, 15.96,  0.000
 0.000, 2024-04-28T01:00:00+01:00, 2024-04-28T01:30:00+01:00, 15.22,  0.000
 0.001, 2024-04-28T01:30:00+01:00, 2024-04-28T02:00:00+01:00, 13.10,  0.013
 0.000, 2024-04-28T02:00:00+01:00, 2024-04-28T02:30:00+01:00, 12.92,  0.000
 0.000, 2024-04-28T02:30:00+01:00, 2024-04-28T03:00:00+01:00, 11.02,  0.000
 0.001, 2024-04-28T03:00:00+01:00, 2024-04-28T03:30:00+01:00, 10.88,  0.011
 0.693, 2024-04-28T03:30:00+01:00, 2024-04-28T04:00:00+01:00, 10.08,  6.985
 1.172, 2024-04-28T04:00:00+01:00, 2024-04-28T04:30:00+01:00, 11.30, 13.244
 1.175, 2024-04-28T04:30:00+01:00, 2024-04-28T05:00:00+01:00, 11.34, 13.325
 0.000, 2024-04-28T05:00:00+01:00, 2024-04-28T05:30:00+01:00, 10.92,  0.000
 0.000, 2024-04-28T05:30:00+01:00, 2024-04-28T06:00:00+01:00, 12.18,  0.000
 0.694, 2024-04-28T06:00:00+01:00, 2024-04-28T06:30:00+01:00, 11.93,  8.279
 0.000, 2024-04-28T06:30:00+01:00, 2024-04-28T07:00:00+01:00, 13.65,  0.000
 0.000, 2024-04-28T07:00:00+01:00, 2024-04-28T07:30:00+01:00, 13.65,  0.000
 0.000, 2024-04-28T07:30:00+01:00, 2024-04-28T08:00:00+01:00, 16.38,  0.000
 0.001, 2024-04-28T08:00:00+01:00, 2024-04-28T08:30:00+01:00, 16.80,  0.017
 0.002, 2024-04-28T08:30:00+01:00, 2024-04-28T09:00:00+01:00, 17.81,  0.036
 0.003, 2024-04-28T09:00:00+01:00, 2024-04-28T09:30:00+01:00, 17.64,  0.053
 0.003, 2024-04-28T09:30:00+01:00, 2024-04-28T10:00:00+01:00, 17.47,  0.052
 0.005, 2024-04-28T10:00:00+01:00, 2024-04-28T10:30:00+01:00, 17.43,  0.087
 0.005, 2024-04-28T10:30:00+01:00, 2024-04-28T11:00:00+01:00, 18.27,  0.091
 0.005, 2024-04-28T11:00:00+01:00, 2024-04-28T11:30:00+01:00, 17.85,  0.089
 0.010, 2024-04-28T11:30:00+01:00, 2024-04-28T12:00:00+01:00, 17.22,  0.172
 0.014, 2024-04-28T12:00:00+01:00, 2024-04-28T12:30:00+01:00, 15.46,  0.216
 0.014, 2024-04-28T12:30:00+01:00, 2024-04-28T13:00:00+01:00, 14.11,  0.198
 0.016, 2024-04-28T13:00:00+01:00, 2024-04-28T13:30:00+01:00, 11.55,  0.185
 0.011, 2024-04-28T13:30:00+01:00, 2024-04-28T14:00:00+01:00, 10.42,  0.115
 0.005, 2024-04-28T14:00:00+01:00, 2024-04-28T14:30:00+01:00, 11.09,  0.055
 0.655, 2024-04-28T14:30:00+01:00, 2024-04-28T15:00:00+01:00, 12.81,  8.391
 0.006, 2024-04-28T15:00:00+01:00, 2024-04-28T15:30:00+01:00, 24.92,  0.150
 0.004, 2024-04-28T15:30:00+01:00, 2024-04-28T16:00:00+01:00, 27.04,  0.108
 0.002, 2024-04-28T16:00:00+01:00, 2024-04-28T16:30:00+01:00, 27.67,  0.055
 0.000, 2024-04-28T16:30:00+01:00, 2024-04-28T17:00:00+01:00, 29.01,  0.000
 0.002, 2024-04-28T17:00:00+01:00, 2024-04-28T17:30:00+01:00, 29.01,  0.058
 0.006, 2024-04-28T17:30:00+01:00, 2024-04-28T18:00:00+01:00, 29.01,  0.174
 0.007, 2024-04-28T18:00:00+01:00, 2024-04-28T18:30:00+01:00, 19.22,  0.135
 0.004, 2024-04-28T18:30:00+01:00, 2024-04-28T19:00:00+01:00, 17.56,  0.070
 0.002, 2024-04-28T19:00:00+01:00, 2024-04-28T19:30:00+01:00, 17.24,  0.034
 0.001, 2024-04-28T19:30:00+01:00, 2024-04-28T20:00:00+01:00, 15.96,  0.016
 0.001, 2024-04-28T20:00:00+01:00, 2024-04-28T20:30:00+01:00, 16.80,  0.017
 0.001, 2024-04-28T20:30:00+01:00, 2024-04-28T21:00:00+01:00, 15.48,  0.015
 0.001, 2024-04-28T21:00:00+01:00, 2024-04-28T21:30:00+01:00, 15.39,  0.015
 0.002, 2024-04-28T21:30:00+01:00, 2024-04-28T22:00:00+01:00, 11.38,  0.023
 0.002, 2024-04-28T22:00:00+01:00, 2024-04-28T22:30:00+01:00, 12.60,  0.025
 0.001, 2024-04-28T22:30:00+01:00, 2024-04-28T23:00:00+01:00, 10.92,  0.011
 0.000, 2024-04-28T23:00:00+01:00, 2024-04-28T23:30:00+01:00, 10.58,  0.000
 0.008, 2024-04-28T23:30:00+01:00, 2024-04-29T00:00:00+01:00, 11.00,  0.088
 1.137, 2024-04-29T00:00:00+01:00, 2024-04-29T00:30:00+01:00, 11.61, 13.201
 1.078, 2024-04-29T00:30:00+01:00, 2024-04-29T01:00:00+01:00, 11.76, 12.677
 0.668, 2024-04-29T01:00:00+01:00, 2024-04-29T01:30:00+01:00, 12.60,  8.417
 0.666, 2024-04-29T01:30:00+01:00, 2024-04-29T02:00:00+01:00, 12.60,  8.392
 0.000, 2024-04-29T02:00:00+01:00, 2024-04-29T02:30:00+01:00, 12.60,  0.000
 0.001, 2024-04-29T02:30:00+01:00, 2024-04-29T03:00:00+01:00, 12.60,  0.013
 0.000, 2024-04-29T03:00:00+01:00, 2024-04-29T03:30:00+01:00, 13.29,  0.000
 0.000, 2024-04-29T03:30:00+01:00, 2024-04-29T04:00:00+01:00, 13.06,  0.000
 0.000, 2024-04-29T04:00:00+01:00, 2024-04-29T04:30:00+01:00, 13.88,  0.000
 0.001, 2024-04-29T04:30:00+01:00, 2024-04-29T05:00:00+01:00, 14.70,  0.015
 0.000, 2024-04-29T05:00:00+01:00, 2024-04-29T05:30:00+01:00, 16.80,  0.000
 0.000, 2024-04-29T05:30:00+01:00, 2024-04-29T06:00:00+01:00, 18.82,  0.000
 0.000, 2024-04-29T06:00:00+01:00, 2024-04-29T06:30:00+01:00, 16.96,  0.000
 0.001, 2024-04-29T06:30:00+01:00, 2024-04-29T07:00:00+01:00, 19.15,  0.019
 0.002, 2024-04-29T07:00:00+01:00, 2024-04-29T07:30:00+01:00, 15.64,  0.031
 0.006, 2024-04-29T07:30:00+01:00, 2024-04-29T08:00:00+01:00, 15.69,  0.094
 0.005, 2024-04-29T08:00:00+01:00, 2024-04-29T08:30:00+01:00, 14.01,  0.070
 0.003, 2024-04-29T08:30:00+01:00, 2024-04-29T09:00:00+01:00, 13.73,  0.041
 0.007, 2024-04-29T09:00:00+01:00, 2024-04-29T09:30:00+01:00, 13.06,  0.091
 0.005, 2024-04-29T09:30:00+01:00, 2024-04-29T10:00:00+01:00, 12.60,  0.063
 0.005, 2024-04-29T10:00:00+01:00, 2024-04-29T10:30:00+01:00, 11.76,  0.059
 0.004, 2024-04-29T10:30:00+01:00, 2024-04-29T11:00:00+01:00, 11.13,  0.045
 0.009, 2024-04-29T11:00:00+01:00, 2024-04-29T11:30:00+01:00, 10.82,  0.097
 0.012, 2024-04-29T11:30:00+01:00, 2024-04-29T12:00:00+01:00, 10.40,  0.125
 0.006, 2024-04-29T12:00:00+01:00, 2024-04-29T12:30:00+01:00, 10.31,  0.062
 0.007, 2024-04-29T12:30:00+01:00, 2024-04-29T13:00:00+01:00,  9.07,  0.063
 0.012, 2024-04-29T13:00:00+01:00, 2024-04-29T13:30:00+01:00,  9.45,  0.113
 0.004, 2024-04-29T13:30:00+01:00, 2024-04-29T14:00:00+01:00,  8.53,  0.034
 0.000, 2024-04-29T14:00:00+01:00, 2024-04-29T14:30:00+01:00,  8.40,  0.000
 0.000, 2024-04-29T14:30:00+01:00, 2024-04-29T15:00:00+01:00,  9.45,  0.000
 0.000, 2024-04-29T15:00:00+01:00, 2024-04-29T15:30:00+01:00, 24.60,  0.000
 0.001, 2024-04-29T15:30:00+01:00, 2024-04-29T16:00:00+01:00, 25.65,  0.026
 0.000, 2024-04-29T16:00:00+01:00, 2024-04-29T16:30:00+01:00, 27.54,  0.000
 0.001, 2024-04-29T16:30:00+01:00, 2024-04-29T17:00:00+01:00, 28.55,  0.029
 0.026, 2024-04-29T17:00:00+01:00, 2024-04-29T17:30:00+01:00, 30.90,  0.803
 0.001, 2024-04-29T17:30:00+01:00, 2024-04-29T18:00:00+01:00, 31.49,  0.031
 0.000, 2024-04-29T18:00:00+01:00, 2024-04-29T18:30:00+01:00, 20.16,  0.000
 0.002, 2024-04-29T18:30:00+01:00, 2024-04-29T19:00:00+01:00, 19.53,  0.039
 0.002, 2024-04-29T19:00:00+01:00, 2024-04-29T19:30:00+01:00, 18.10,  0.036
 0.001, 2024-04-29T19:30:00+01:00, 2024-04-29T20:00:00+01:00, 18.06,  0.018
 0.002, 2024-04-29T20:00:00+01:00, 2024-04-29T20:30:00+01:00, 17.07,  0.034
 0.002, 2024-04-29T20:30:00+01:00, 2024-04-29T21:00:00+01:00, 13.38,  0.027
 0.003, 2024-04-29T21:00:00+01:00, 2024-04-29T21:30:00+01:00, 15.54,  0.047
 0.003, 2024-04-29T21:30:00+01:00, 2024-04-29T22:00:00+01:00, 13.23,  0.040
 0.002, 2024-04-29T22:00:00+01:00, 2024-04-29T22:30:00+01:00, 13.25,  0.027
 0.000, 2024-04-29T22:30:00+01:00, 2024-04-29T23:00:00+01:00, 13.08,  0.000
 0.000, 2024-04-29T23:00:00+01:00, 2024-04-29T23:30:00+01:00, 11.86,  0.000
 0.005, 2024-04-29T23:30:00+01:00, 2024-04-30T00:00:00+01:00, 11.86,  0.059
 0.474, 2024-04-30T00:00:00+01:00, 2024-04-30T00:30:00+01:00, 12.01,  5.693
 0.495, 2024-04-30T00:30:00+01:00, 2024-04-30T01:00:00+01:00, 12.66,  6.267
 0.000, 2024-04-30T01:00:00+01:00, 2024-04-30T01:30:00+01:00, 12.60,  0.000
 0.000, 2024-04-30T01:30:00+01:00, 2024-04-30T02:00:00+01:00, 12.03,  0.000
 0.000, 2024-04-30T02:00:00+01:00, 2024-04-30T02:30:00+01:00, 10.29,  0.000
